Complexity,Loss,Equation
1,0.11396577,"0.23685786"
3,0.0065111686,"(CNO * 0.17969131)"
5,0.006355873,"((CNO * 0.1839526) - 0.015728071)"
7,0.0063558696,"(((CNO - 0.013286193) * 1.1839536) - CNO)"
9,0.0060693766,"((0.20470454 - (CNO * 0.003221016)) * (CNO + -0.1393281))"
11,0.0060015395,"((0.19726159 - ((CNO * CNO) * 0.00028736022)) * (CNO - 0.13373636))"
13,0.0059985677,"((0.19701074 - (((CNO + -0.6620845) * 0.00029713367) * CNO)) * (CNO + -0.13383245))"
15,0.005947499,"(((CNO - ((((CNO + -8.450372) * 0.0045104716) * CNO) * CNO)) * 0.17788953) + -0.019353744)"
17,0.005947483,"(((CNO - ((((CNO + -8.622596) * 0.004566644) * CNO) * (CNO + 0.14536332))) * 0.17667802) + -0.01927365)"
