Complexity,Loss,Equation
1,1.7341262,"1.3957127"
4,0.7834017,"exp(1.884407 - t)"
5,0.09396454,"(6.3411326 / (t - -1.1513046))"
6,0.0026991381,"exp(1.5916423 - (t / 2.7983189))"
8,3.0604362e-5,"(exp(1.579984 - (t / 2.55609)) + 0.13581334)"
