Complexity,Loss,Equation
1,0.45261922,"0.4857075"
3,0.008695563,"(CNO * 0.3711703)"
5,0.007964436,"((0.380661 * CNO) - 0.034288354)"
7,0.007964396,"(((0.38066077 * CNO) - -205.41551) + -205.4498)"
9,0.007813548,"(CNO * (0.38066378 - (-0.037472893 / (-0.013041716 - CNO))))"
11,0.0075690895,"(CNO * (0.38066378 - (-0.037472893 / (-0.08668223 - (CNO * CNO)))))"
13,0.0074026426,"(CNO * (0.38066378 - (-0.037472893 / (-0.13983874 - ((CNO * CNO) * CNO)))))"
15,0.007249497,"(CNO * ((0.38066378 / 1.0139968) - (-0.037472893 / (-0.13983874 - ((CNO * CNO) * CNO)))))"
17,0.0072288173,"(CNO * ((0.38066378 / 1.0139968) - (-0.037472893 / (-0.13983874 - (((CNO * CNO) * CNO) * CNO)))))"
