Complexity,Loss,Equation
1,0.107015006,"0.20555218"
3,0.0050299843,"(CNO * 0.18710163)"
5,0.0048017143,"((CNO + -0.09593926) * 0.19231407)"
7,0.004801711,"(((CNO - 0.01546919) * 1.1923139) - CNO)"
9,0.004593401,"((CNO * (0.21138199 - (CNO * 0.002965335))) - 0.028437)"
11,0.004493135,"((CNO * (0.20546031 - ((CNO * 0.00028240652) * CNO))) - 0.0273841)"
13,0.004322533,"((CNO - 0.090151206) * (0.17007607 - ((CNO * -0.0012575256) * (10.040497 - CNO))))"
