Complexity,Loss,Equation
1,1.6613611,"3.6234076"
3,1.0793442,"(t * 0.6358938)"
5,0.3291664,"((t * 0.38672572) - -1.6897641)"
6,0.28720185,"(4.200787 - (5.0520654 / exp(t)))"
7,0.09830857,"(4.4314795 / exp(3.198786 / exp(t)))"
8,0.03174174,"(4.866451 - (4.7026353 / exp(t / 2.6112823)))"
