Complexity,Loss,Equation
1,0.46714026,"1.8127956"
3,0.28850758,"(t * 0.31964806)"
4,0.16418889,"exp(t * 0.105862014)"
5,0.11341764,"((t + 4.0968747) * 0.19926874)"
6,0.05749343,"(exp(t * -0.15612948) * t)"
7,0.03450723,"(t / ((t / 3.14) - -0.84967595))"
8,0.034058336,"exp((-2.0587466 / (t + 0.5712076)) - -1.0942552)"
