Complexity,Loss,Equation
1,0.028237803,"-0.28687233"
3,1.3856268e-5,"(A * -1.3976005)"
5,1.3759358e-5,"(0.00061694573 - (A * 1.3998358))"
7,1.3098383e-5,"(A * ((B * -0.06513079) - 1.3894455))"
