Complexity,Loss,Equation
1,0.093099184,"1.6148394"
4,0.04387929,"exp(0.32156008 * t)"
5,0.028080063,"(1.1819347 + (t * 0.3463246))"
6,0.026938932,"(exp(t * 0.25199014) + 0.22091764)"
7,0.026548376,"(1.3295977 + (0.1355332 * (t * t)))"
8,0.021141643,"(2.2459285 - exp((-0.276138 * t) * t))"
9,0.016675316,"exp(exp(t / (-0.078263976 - (t * t))))"
10,0.004930976,"exp(((t / -0.18804751) / exp(exp(t))) - -0.66497946)"
11,0.0049057617,"exp(((t / -0.322608) / exp(t * 2.4340556)) - -0.66511357)"
12,0.0007171497,"exp(((t / -0.26086077) / (exp(exp(t)) + -1.6168866)) - -0.6597325)"
13,0.0005582536,"exp(((t / (-0.24038692 - t)) / exp(t * t)) - -0.6648877)"
14,0.00048927864,"exp(((t / -0.23559597) / (exp(exp(t)) - (1.6676563 - t))) - -0.6635126)"
15,0.00046802138,"exp(((t / -0.24035788) / (exp(exp(t)) - exp(0.61704344 - t))) - -0.6592989)"
16,0.00040850817,"exp(((t / -0.23559597) / (exp(exp(t)) - exp(exp(-0.51744664) - t))) - -0.6635126)"
17,0.00027582073,"exp(((t / -0.24038692) / ((exp(exp(t)) - exp(t / -0.15735058)) + -1.1694087)) - -0.6648877)"
19,0.00027570064,"exp(((t / -0.24038692) / ((exp(exp(t)) - (exp(t / -0.15735058) / 0.9925361)) + -1.1694087)) - -0.6648877)"
21,0.00027389528,"exp(((t / -0.24038692) / ((exp(exp(t)) - exp((t / -0.15735058) - (t * t))) + -1.1808047)) - -0.6648877)"
