Complexity,Loss,Equation
1,0.08376936,"0.21332398"
4,0.022705449,"exp(-0.49653095 * t)"
5,0.02166301,"exp(-0.118923105 * exp(t))"
6,0.021429615,"((t - -0.8206736) / exp(t))"
7,0.01950679,"(exp(-0.15063818 * exp(t)) + 0.057663985)"
9,0.01868469,"(exp(-0.118923105 * (exp(t) - -1.2202948)) + 0.06105351)"
