Complexity,Loss,Equation
1,0.26273137,"2.7082162"
5,0.11251573,"((t * 0.12985718) - -2.0589294)"
6,0.047681358,"(2.9366176 - exp(0.6923962 - t))"
7,0.039143365,"(3.0042906 / exp(exp(-0.861579 * t)))"
8,0.037574816,"(3.004294 - exp(-0.64524037 * (t - 0.9390342)))"
9,0.03736519,"(exp(1.107541) - exp((-0.6226395 * t) - -0.6154837))"
