Complexity,Loss,Equation
1,0.46622553,"3.1597257"
5,0.0647894,"(4.221135 - (t * 0.21228202))"
6,0.03932832,"exp((t * -0.07161291) - -1.4846511)"
7,0.008716566,"exp(exp(t * -0.13051261) - -0.56316304)"
8,0.004396029,"exp(exp(exp(t * -0.0951413) - 0.54596347))"
9,0.00044185,"(exp(exp(t * -0.21733388) - -0.43551338) - -0.7402124)"
