Complexity,Loss,Equation
1,0.4662255,"1.8401964"
3,0.22415239,"(t * 0.32712513)"
4,0.11332621,"exp(t * 0.109504394)"
5,0.064789385,"((t + 3.6687188) * 0.21228774)"
6,0.03955816,"(t * exp(t * -0.1528529))"
7,1.6150754e-5,"(t / ((t + 3.0226426) / 3.3303597))"
9,1.0797141e-5,"((t - -0.0080929175) / ((t + 3.0515053) * 0.2997731))"
