Complexity,Loss,Equation
1,1.3006866,"3.9415078"
5,0.26283744,"((t * 0.3413275) - -2.2348485)"
6,0.16271393,"(4.4669514 - exp(1.5255063 - t))"
7,0.013315885,"((5.712214 / (t + 1.4942144)) * t)"
8,0.00777189,"(4.968609 - exp(1.4372452 - (t * 0.4200015)))"
9,0.000193962,"((5.9149547 / (t + 2.0078788)) * (t - -0.18276559))"
