Complexity,Loss,Equation
1,0.4662255,"1.1597334"
4,0.46004757,"exp(t * -0.032495856)"
5,0.00379302,"(6.5972266 / (t + 2.1246688))"
7,1.0690547e-5,"((10.178108 / (t - -3.058405)) - 0.3378512)"
